# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
 1607       5.340833531373e-11       3.037146741448e-12      -8.067978756687e-13       0.000000000000e+00       8.830369118957e-16       1.171296184420e-16       4.374258624528e-17 
 1608       5.320001413159e-11       3.040353365804e-12      -8.724700458317e-13       0.000000000000e+00       8.808381672509e-16       1.156346441285e-16       4.370917709129e-17 
 1609       5.299742603480e-11       3.043170843695e-12      -9.383023466840e-13       0.000000000000e+00       8.786460904729e-16       1.141356306663e-16       4.366914022783e-17 
 1610       5.280060297217e-11       3.045595190462e-12      -1.004263846838e-12       0.000000000000e+00       8.764606503935e-16       1.126310758963e-16       4.362248702331e-17 
 1611       5.260956427276e-11       3.047623415200e-12      -1.070324941019e-12       0.000000000000e+00       8.742818180214e-16       1.111197672116e-16       4.356925715259e-17 
 1612       5.242427844045e-11       3.049256555114e-12      -1.136461806143e-12       0.000000000000e+00       8.721095740382e-16       1.096016754843e-16       4.350960335518e-17 
 1613       5.224470101259e-11       3.050496668677e-12      -1.202651985228e-12       0.000000000000e+00       8.699439013687e-16       1.080770692328e-16       4.344370744729e-17 
 1614       5.207078722097e-11       3.051345830033e-12      -1.268872910356e-12       0.000000000000e+00       8.677847826967e-16       1.065462183649e-16       4.337175223381e-17 
 1615       5.190249199144e-11       3.051806129026e-12      -1.335101902510e-12       0.000000000000e+00       8.656322004638e-16       1.050093941794e-16       4.329392150992e-17 
 1616       5.173976994326e-11       3.051879671226e-12      -1.401316171393e-12       0.000000000000e+00       8.634861368693e-16       1.034668693686e-16       4.321040006264e-17 
 1617       5.158257538870e-11       3.051568577954e-12      -1.467492815265e-12       0.000000000000e+00       8.613465738698e-16       1.019189180202e-16       4.312137367241e-17 
 1618       5.143086233242e-11       3.050874986314e-12      -1.533608820766e-12       0.000000000000e+00       8.592134931782e-16       1.003658156197e-16       4.302702911471e-17 
 1619       5.128458447103e-11       3.049801049214e-12      -1.599641062747e-12       0.000000000000e+00       8.570868762639e-16       9.880783905273e-17       4.292755416155e-17 
 1620       5.114369519252e-11       3.048348935400e-12      -1.665566304100e-12       0.000000000000e+00       8.549667043520e-16       9.724526660666e-17       4.282313758312e-17 
 1621       5.100814757577e-11       3.046520829475e-12      -1.731361195586e-12       0.000000000000e+00       8.528529584226e-16       9.567837797327e-17       4.271396914933e-17 
 1622       5.087789439002e-11       3.044318931936e-12      -1.797002275661e-12       0.000000000000e+00       8.507456192110e-16       9.410745425073e-17       4.260023963141e-17 
 1623       5.075288809435e-11       3.041745459189e-12      -1.862465970309e-12       0.000000000000e+00       8.486446672064e-16       9.253277794580e-17       4.248214080346e-17 
 1624       5.063308083716e-11       3.038802643589e-12      -1.927728592869e-12       0.000000000000e+00       8.465500826520e-16       9.095463297600e-17       4.235986544402e-17 
 1625       5.051842445567e-11       3.035492733455e-12      -1.992766343862e-12       0.000000000000e+00       8.444618455443e-16       8.937330467178e-17       4.223360733770e-17 
 1626       5.040887047538e-11       3.031817993108e-12      -2.057555310825e-12       0.000000000000e+00       8.423799356327e-16       8.778907977868e-17       4.210356127669e-17 
 1627       5.030437010955e-11       3.027780702889e-12      -2.122071468133e-12       0.000000000000e+00       8.403043324190e-16       8.620224645953e-17       4.196992306236e-17 
 1628       5.020487425871e-11       3.023383159191e-12      -2.186290676831e-12       0.000000000000e+00       8.382350151569e-16       8.461309429660e-17       4.183288950686e-17 
 1629       5.011033351010e-11       3.018627674487e-12      -2.250188684466e-12       0.000000000000e+00       8.361719628516e-16       8.302191429377e-17       4.169265843465e-17 
 1630       5.002069813718e-11       3.013516577352e-12      -2.313741124910e-12       0.000000000000e+00       8.341151542592e-16       8.142899887870e-17       4.154942868414e-17 
 1631       4.993591809912e-11       3.008052212496e-12      -2.376923518191e-12       0.000000000000e+00       8.320645678865e-16       7.983464190504e-17       4.140340010918e-17 
 1632       4.985594304025e-11       3.002236940786e-12      -2.439711270325e-12       0.000000000000e+00       8.300201819900e-16       7.823913865453e-17       4.125477358071e-17 
 1633       4.978072228956e-11       2.996073139277e-12      -2.502079673139e-12       0.000000000000e+00       8.279819745760e-16       7.664278583925e-17       4.110375098830e-17 
 1634       4.971020486018e-11       2.989563201237e-12      -2.564003904106e-12       0.000000000000e+00       8.259499233998e-16       7.504588160371e-17       4.095053524174e-17 
 1635       4.964433944885e-11       2.982709536175e-12      -2.625459026166e-12       0.000000000000e+00       8.239240059653e-16       7.344872552710e-17       4.079533027260e-17 
 1636       4.958307443544e-11       2.975514569866e-12      -2.686419987565e-12       0.000000000000e+00       8.219041995247e-16       7.185161862542e-17       4.063834103582e-17 
 1637       4.952635788237e-11       2.967980744382e-12      -2.746861621674e-12       0.000000000000e+00       8.198904810776e-16       7.025486335363e-17       4.047977351127e-17 
 1638       4.947413753414e-11       2.960110518115e-12      -2.806758646823e-12       0.000000000000e+00       8.178828273708e-16       6.865876360788e-17       4.031983470536e-17 
 1639       4.942636081680e-11       2.951906365806e-12      -2.866085666128e-12       0.000000000000e+00       8.158812148981e-16       6.706362472764e-17       4.015873265257e-17 
 1640       4.938297483742e-11       2.943370778574e-12      -2.924817167324e-12       0.000000000000e+00       8.138856198992e-16       6.546975349786e-17       3.999667641705e-17 
 1641       4.934392638358e-11       2.934506263939e-12      -2.982927522586e-12       0.000000000000e+00       8.118960183598e-16       6.387745815120e-17       3.983387609420e-17 
 1642       4.930916192285e-11       2.925315345851e-12      -3.040390988363e-12       0.000000000000e+00       8.099123860107e-16       6.228704837014e-17       3.967054281224e-17 
 1643       4.927862760228e-11       2.915800564720e-12      -3.097181705209e-12       0.000000000000e+00       8.079346983277e-16       6.069883528917e-17       3.950688873379e-17 
 1644       4.925226924786e-11       2.905964477436e-12      -3.153273697605e-12       0.000000000000e+00       8.059629305307e-16       5.911313149697e-17       3.934312705741e-17 
 1645       4.923003236401e-11       2.895809657405e-12      -3.208640873792e-12       0.000000000000e+00       8.039970575837e-16       5.753025103860e-17       3.917947201925e-17 
 1646       4.921186213310e-11       2.885338694567e-12      -3.263257025601e-12       0.000000000000e+00       8.020370541940e-16       5.595050941762e-17       3.901613889456e-17 
 1647       4.919770341485e-11       2.874554195432e-12      -3.317095828279e-12       0.000000000000e+00       8.000828948117e-16       5.437422359830e-17       3.885334399927e-17 
 1648       4.918750074589e-11       2.863458783098e-12      -3.370130840318e-12       0.000000000000e+00       7.981345536296e-16       5.280171200779e-17       3.869130469161e-17 
 1649       4.918119833921e-11       2.852055097288e-12      -3.422335503286e-12       0.000000000000e+00       7.961920045822e-16       5.123329453827e-17       3.853023937366e-17 
 1650       4.917874008362e-11       2.840345794367e-12      -3.473683141653e-12       0.000000000000e+00       7.942552213457e-16       4.966929254914e-17       3.837036749290e-17 
 1651       4.918006580469e-11       2.828334038004e-12      -3.524150207173e-12       0.000000000000e+00       7.923241793914e-16       4.811014354015e-17       3.821184739616e-17 
 1652       4.918510001222e-11       2.816024975829e-12      -3.573726043807e-12       0.000000000000e+00       7.903988621679e-16       4.655674627772e-17       3.805458928593e-17 
 1653       4.919376305200e-11       2.803424275914e-12      -3.622403208988e-12       0.000000000000e+00       7.884792549729e-16       4.501011873127e-17       3.789844060965e-17 
 1654       4.920597483465e-11       2.790537637381e-12      -3.670174236899e-12       0.000000000000e+00       7.865653429038e-16       4.347128368704e-17       3.774324805585e-17 
 1655       4.922165483499e-11       2.777370790447e-12      -3.717031638441e-12       0.000000000000e+00       7.846571108566e-16       4.194126875532e-17       3.758885755295e-17 
 1656       4.924072209127e-11       2.763929496478e-12      -3.762967901208e-12       0.000000000000e+00       7.827545435263e-16       4.042110637765e-17       3.743511426813e-17 
 1657       4.926309520457e-11       2.750219548037e-12      -3.807975489454e-12       0.000000000000e+00       7.808576254061e-16       3.891183383404e-17       3.728186260615e-17 
 1658       4.928869233807e-11       2.736246768929e-12      -3.852046844071e-12       0.000000000000e+00       7.789663407871e-16       3.741449325022e-17       3.712894620819e-17 
 1659       4.931743121637e-11       2.722017014252e-12      -3.895174382554e-12       0.000000000000e+00       7.770806737580e-16       3.593013160480e-17       3.697620795071e-17 
 1660       4.934922912484e-11       2.707536170447e-12      -3.937350498976e-12       0.000000000000e+00       7.752006082045e-16       3.445980073651e-17       3.682348994426e-17 
 1661       4.938400290888e-11       2.692810155343e-12      -3.978567563958e-12       0.000000000000e+00       7.733261278092e-16       3.300455735144e-17       3.667063353238e-17 
 1662       4.942166897329e-11       2.677844918210e-12      -4.018817924644e-12       0.000000000000e+00       7.714572160510e-16       3.156546303023e-17       3.651747929037e-17 
 1663       4.946214328157e-11       2.662646439805e-12      -4.058093904667e-12       0.000000000000e+00       7.695938562048e-16       3.014358423530e-17       3.636386702418e-17 
 1664       4.950534135523e-11       2.647220732421e-12      -4.096387804126e-12       0.000000000000e+00       7.677360313411e-16       2.873999231804e-17       3.620963576922e-17 
 1665       4.955117827309e-11       2.631573839935e-12      -4.133691899552e-12       0.000000000000e+00       7.658837243257e-16       2.735576352608e-17       3.605462378925e-17 
 1666       4.959956867064e-11       2.615711837859e-12      -4.169998443886e-12       0.000000000000e+00       7.640369178191e-16       2.599197901043e-17       3.589866857515e-17 
 1667       4.965042673933e-11       2.599640833386e-12      -4.205299666444e-12       0.000000000000e+00       7.621955942764e-16       2.464972483279e-17       3.574160684383e-17 
 1668       4.970366622589e-11       2.583366965443e-12      -4.239587772894e-12       0.000000000000e+00       7.603597359466e-16       2.333009197268e-17       3.558327453703e-17 
 1669       4.975920043165e-11       2.566896404731e-12      -4.272854945224e-12       0.000000000000e+00       7.585293248726e-16       2.203417633471e-17       3.542350682017e-17 
 1670       4.981694221184e-11       2.550235353785e-12      -4.305093341714e-12       0.000000000000e+00       7.567043428904e-16       2.076307875577e-17       3.526213808120e-17 
 1671       4.987680397495e-11       2.533390047013e-12      -4.336295096909e-12       0.000000000000e+00       7.548847716291e-16       1.951790501226e-17       3.509900192944e-17 
 1672       4.993869768199e-11       2.516366750751e-12      -4.366452321591e-12       0.000000000000e+00       7.530705925101e-16       1.829976582731e-17       3.493393119440e-17 
 1673       5.000253484585e-11       2.499171763307e-12      -4.395557102748e-12       0.000000000000e+00       7.512617867473e-16       1.710977687798e-17       3.476675792465e-17 
 1674       5.006822653061e-11       2.481811415014e-12      -4.423601503545e-12       0.000000000000e+00       7.494583353460e-16       1.594905880249e-17       3.459731338666e-17 
 1675       5.013568335084e-11       2.464292068276e-12      -4.450577563301e-12       0.000000000000e+00       7.476602191032e-16       1.481873720743e-17       3.442542806362e-17 
 1676       5.020481547092e-11       2.446620117617e-12      -4.476477297455e-12       0.000000000000e+00       7.458674186066e-16       1.371994267499e-17       3.425093165428e-17 
 1677       5.027553260438e-11       2.428801989730e-12      -4.501292697539e-12       0.000000000000e+00       7.440799142347e-16       1.265381077015e-17       3.407365307184e-17 
 1678       5.034774401318e-11       2.410844143526e-12      -4.525015731151e-12       0.000000000000e+00       7.422976861563e-16       1.162148204792e-17       3.389342044271e-17 
 1679       5.042135850707e-11       2.392753070181e-12      -4.547638341925e-12       0.000000000000e+00       7.405207143299e-16       1.062410206055e-17       3.371006110544e-17 
 1680       5.049628444287e-11       2.374535293188e-12      -4.569152449503e-12       0.000000000000e+00       7.387489785035e-16       9.662821364738e-18       3.352340160949e-17 
 1681       5.057242972381e-11       2.356197368403e-12      -4.589549949506e-12       0.000000000000e+00       7.369824582142e-16       8.738795528868e-18       3.333326771411e-17 
 1682       5.064970179883e-11       2.337745884092e-12      -4.608822713509e-12       0.000000000000e+00       7.352211327878e-16       7.853185140198e-18       3.313948438717e-17 
 1683       5.072800766190e-11       2.319187460986e-12      -4.626962589005e-12       0.000000000000e+00       7.334649813383e-16       7.007155812099e-18       3.294187580400e-17 
 1684       5.080725385136e-11       2.300528752322e-12      -4.643961399385e-12       0.000000000000e+00       7.317139827680e-16       6.201878191259e-18       3.274026534623e-17 
 1685       5.088734644921e-11       2.281776443897e-12      -4.659810943904e-12       0.000000000000e+00       7.299681157662e-16       5.438527964908e-18       3.253447560065e-17 
 1686       5.096819108044e-11       2.262937254116e-12      -4.674502997655e-12       0.000000000000e+00       7.282273588098e-16       4.718285868027e-18       3.232432835803e-17 
 1687       5.104969291232e-11       2.244017934038e-12      -4.688029311539e-12       0.000000000000e+00       7.264916901623e-16       4.042337690571e-18       3.210964461196e-17 
 1688       5.113175665378e-11       2.225025267426e-12      -4.700381612238e-12       0.000000000000e+00       7.247610878735e-16       3.411874284682e-18       3.189024455770e-17 
 1689       5.121428655466e-11       2.205966070798e-12      -4.711551602185e-12       0.000000000000e+00       7.230355297795e-16       2.828091571905e-18       3.166594759103e-17 
 1690       5.129718640505e-11       2.186847193472e-12      -4.721530959538e-12       0.000000000000e+00       7.213149935018e-16       2.292190550408e-18       3.143657230708e-17 
 1691       5.138036513351e-11       2.167675296854e-12      -4.730314269207e-12       0.000000000000e+00       7.195994581509e-16       1.804940546543e-18       3.120199062110e-17 
 1692       5.146375365601e-11       2.148456190102e-12      -4.737907843734e-12       0.000000000000e+00       7.178889094528e-16       1.365364822598e-18       3.096229064523e-17 
 1693       5.154728817138e-11       2.129195488811e-12      -4.744320978678e-12       0.000000000000e+00       7.161833346662e-16       9.720436108068e-19       3.071761521869e-17 
 1694       5.163090457526e-11       2.109898835295e-12      -4.749563028583e-12       0.000000000000e+00       7.144827208823e-16       6.235498256892e-19       3.046810791489e-17 
 1695       5.171453845960e-11       2.090571898621e-12      -4.753643407064e-12       0.000000000000e+00       7.127870550246e-16       3.184490529457e-19       3.021391304252e-17 
 1696       5.179812511222e-11       2.071220374653e-12      -4.756571586911e-12       0.000000000000e+00       7.110963238484e-16       5.529953835810e-20       2.995517564667e-17 
 1697       5.188159951640e-11       2.051849986090e-12      -4.758357100175e-12       0.000000000000e+00       7.094105139406e-16      -1.673478233125e-19       2.969204150994e-17 
 1698       5.196489635037e-11       2.032466482505e-12      -4.759009538268e-12       0.000000000000e+00       7.077296117196e-16      -3.509494994267e-19       2.942465715357e-17 
 1699       5.204794998695e-11       2.013075640387e-12      -4.758538552056e-12       0.000000000000e+00       7.060536034345e-16      -4.969693305683e-19       2.915316983851e-17 
 1700       5.213069449299e-11       1.993683263176e-12      -4.756953851953e-12       0.000000000000e+00       7.043824751654e-16      -6.068785416458e-19       2.887772756657e-17 
 1701       5.221306362901e-11       1.974295181306e-12      -4.754265208015e-12       0.000000000000e+00       7.027162128225e-16      -6.821557529936e-19       2.859847908151e-17 
 1702       5.229499084873e-11       1.954917252243e-12      -4.750482450036e-12       0.000000000000e+00       7.010548021462e-16      -7.242869914733e-19       2.831557387017e-17 
 1703       5.237640929859e-11       1.935555360524e-12      -4.745615467641e-12       0.000000000000e+00       6.993982287066e-16      -7.347657015751e-19       2.802916216354e-17 
 1704       5.245725181735e-11       1.916215417798e-12      -4.739674210382e-12       0.000000000000e+00       6.977464779031e-16      -7.150927565195e-19       2.773939493794e-17 
 1705       5.253745093559e-11       1.896903362864e-12      -4.732668687829e-12       0.000000000000e+00       6.960995349645e-16      -6.667764693580e-19       2.744642391606e-17 
 1706       5.261693887531e-11       1.877625161710e-12      -4.724608969671e-12       0.000000000000e+00       6.944573849481e-16      -5.913326040749e-19       2.715040156813e-17 
 1707       5.269564754946e-11       1.858386807554e-12      -4.715505185804e-12       0.000000000000e+00       6.928200127399e-16      -4.902843866888e-19       2.685148111297e-17 
 1708       5.277350856147e-11       1.839194320883e-12      -4.705367526427e-12       0.000000000000e+00       6.911874030540e-16      -3.651625163533e-19       2.654981651917e-17 
 1709       5.285045320486e-11       1.820053749492e-12      -4.694206242140e-12       0.000000000000e+00       6.895595404323e-16      -2.175051764592e-19       2.624556250615e-17 
 1710       5.292641246272e-11       1.800971168522e-12      -4.682031644034e-12       0.000000000000e+00       6.879364092444e-16      -4.885804573512e-20       2.593887454529e-17 
 1711       5.300131700733e-11       1.781952680504e-12      -4.668854103788e-12       0.000000000000e+00       6.863179936869e-16       1.392256906506e-19       2.562990886104e-17 
 1712       5.307509719965e-11       1.763004415392e-12      -4.654684053763e-12       0.000000000000e+00       6.847042777837e-16       3.451853299891e-19       2.531882243203e-17 
 1713       5.314768308893e-11       1.744132530606e-12      -4.639531987096e-12       0.000000000000e+00       6.830952453850e-16       5.674526409288e-19       2.500577299219e-17 
 1714       5.321900441220e-11       1.725343211075e-12      -4.623408457795e-12       0.000000000000e+00       6.814908801673e-16       8.044518523752e-19       2.469091903184e-17 
 1715       5.328899059389e-11       1.706642669268e-12      -4.606324080832e-12       0.000000000000e+00       6.798911656333e-16       1.054599642388e-18       2.437441979883e-17 
 1716       5.335757074533e-11       1.688037145239e-12      -4.588289532241e-12       0.000000000000e+00       6.782960851113e-16       1.316305127082e-18       2.405643529963e-17 
 1717       5.342467366430e-11       1.669532906667e-12      -4.569315549209e-12       0.000000000000e+00       6.767056217549e-16       1.587969849523e-18       2.373712630043e-17 
 1718       5.349022783463e-11       1.651136248894e-12      -4.549412930170e-12       0.000000000000e+00       6.751197585428e-16       1.867987768629e-18       2.341665432831e-17 
 1719       5.355416142571e-11       1.632853494960e-12      -4.528592534903e-12       0.000000000000e+00       6.735384782784e-16       2.154745248067e-18       2.309518167226e-17 
 1720       5.361640229205e-11       1.614690995653e-12      -4.506865284625e-12       0.000000000000e+00       6.719617635895e-16       2.446621045151e-18       2.277287138438e-17 
 1721       5.367687797284e-11       1.596655129536e-12      -4.484242162083e-12       0.000000000000e+00       6.703895969282e-16       2.741986299745e-18       2.244988728094e-17 
 1722       5.373551569150e-11       1.578752302995e-12      -4.460734211653e-12       0.000000000000e+00       6.688219605703e-16       3.039204523156e-18       2.212639394350e-17 
 1723       5.379224235522e-11       1.560988950278e-12      -4.436352539429e-12       0.000000000000e+00       6.672588366149e-16       3.336631587036e-18       2.180255672003e-17 
 1724       5.384698455453e-11       1.543371533529e-12      -4.411108313323e-12       0.000000000000e+00       6.657002069845e-16       3.632615712282e-18       2.147854172601e-17 
 1725       5.389966856283e-11       1.525906542831e-12      -4.385012763155e-12       0.000000000000e+00       6.641460534245e-16       3.925497457928e-18       2.115451584555e-17 
 1726       5.395022033596e-11       1.508600496246e-12      -4.358077180751e-12       0.000000000000e+00       6.625963575027e-16       4.213609710052e-18       2.083064673251e-17 
 1727       5.399856551176e-11       1.491459939854e-12      -4.330312920035e-12       0.000000000000e+00       6.610511006092e-16       4.495277670670e-18       2.050710281160e-17 
 1728       5.404462940959e-11       1.474491447791e-12      -4.301731397124e-12       0.000000000000e+00       6.595102639561e-16       4.768818846634e-18       2.018405327946e-17 
 1729       5.408833702990e-11       1.457701622289e-12      -4.272344090424e-12       0.000000000000e+00       6.579738285771e-16       5.032543038534e-18       1.986166810585e-17 
 1730       5.412961305379e-11       1.441097093717e-12      -4.242162540721e-12       0.000000000000e+00       6.564417753270e-16       5.284752329593e-18       1.954011803468e-17 
 1731       5.416839196089e-11       1.424683810644e-12      -4.211199386812e-12       0.000000000000e+00       6.549140863277e-16       5.524131123367e-18       1.921954477485e-17 
 1732       5.420464847749e-11       1.408464903396e-12      -4.179471481773e-12       0.000000000000e+00       6.533907493191e-16       5.750919884334e-18       1.889997129482e-17 
 1733       5.423836738489e-11       1.392442802521e-12      -4.146996803217e-12       0.000000000000e+00       6.518717533439e-16       5.965751296711e-18       1.858139077197e-17 
 1734       5.426953342439e-11       1.376619947131e-12      -4.113793420290e-12       0.000000000000e+00       6.503570873052e-16       6.169261120713e-18       1.826379633400e-17 
 1735       5.429813129723e-11       1.360998784919e-12      -4.079879493809e-12       0.000000000000e+00       6.488467399661e-16       6.362088197062e-18       1.794718105886e-17 
 1736       5.432414566457e-11       1.345581772161e-12      -4.045273276395e-12       0.000000000000e+00       6.473406999493e-16       6.544874451498e-18       1.763153797469e-17 
 1737       5.434756114742e-11       1.330371373737e-12      -4.009993112609e-12       0.000000000000e+00       6.458389557370e-16       6.718264899290e-18       1.731686005968e-17 
 1738       5.436836232662e-11       1.315370063135e-12      -3.974057439090e-12       0.000000000000e+00       6.443414956708e-16       6.882907649747e-18       1.700314024204e-17 
 1739       5.438653374279e-11       1.300580322465e-12      -3.937484784688e-12       0.000000000000e+00       6.428483079508e-16       7.039453910727e-18       1.669037139990e-17 
 1740       5.440205989627e-11       1.286004642468e-12      -3.900293770604e-12       0.000000000000e+00       6.413593806364e-16       7.188557993149e-18       1.637854636122e-17 
 1741       5.441492524711e-11       1.271645522529e-12      -3.862503110521e-12       0.000000000000e+00       6.398747016451e-16       7.330877315500e-18       1.606765790372e-17 
 1742       5.442511421498e-11       1.257505470688e-12      -3.824131610744e-12       0.000000000000e+00       6.383942587525e-16       7.467072408353e-18       1.575769875481e-17 
 1743       5.443261117918e-11       1.243587003649e-12      -3.785198170334e-12       0.000000000000e+00       6.369180395925e-16       7.597806918869e-18       1.544866159147e-17 
 1744       5.443740047856e-11       1.229892646793e-12      -3.745721781244e-12       0.000000000000e+00       6.354460316563e-16       7.723747615314e-18       1.514053904021e-17 
 1745       5.443946641149e-11       1.216424934187e-12      -3.705721528454e-12       0.000000000000e+00       6.339782222927e-16       7.845564391564e-18       1.483332367695e-17 
 1746       5.443879323580e-11       1.203186408598e-12      -3.665216590112e-12       0.000000000000e+00       6.325145987079e-16       7.963930271623e-18       1.452700802698e-17 
 1747       5.443536516877e-11       1.190179621502e-12      -3.624226237660e-12       0.000000000000e+00       6.310551479646e-16       8.079521414123e-18       1.422158456483e-17 
 1748       5.442916638706e-11       1.177407133093e-12      -3.582769835982e-12       0.000000000000e+00       6.295998569825e-16       8.193017116846e-18       1.391704571423e-17 
 1749       5.442018102668e-11       1.164871512298e-12      -3.540866843529e-12       0.000000000000e+00       6.281487125375e-16       8.305099821227e-18       1.361338384801e-17 
 1750       5.440839318293e-11       1.152575336787e-12      -3.498536812463e-12       0.000000000000e+00       6.267017012618e-16       8.416455116864e-18       1.331059128801e-17 
 1751       5.439378691038e-11       1.140521192980e-12      -3.455799388787e-12       0.000000000000e+00       6.252588096435e-16       8.527771746036e-18       1.300866030503e-17 
 1752       5.437634622281e-11       1.128711676065e-12      -3.412674312486e-12       0.000000000000e+00       6.238200240262e-16       8.639741608204e-18       1.270758311871e-17 
 1753       5.435605509316e-11       1.117149390003e-12      -3.369181417658e-12       0.000000000000e+00       6.223853306090e-16       8.753059764529e-18       1.240735189746e-17 
 1754       5.433289745351e-11       1.105836947540e-12      -3.325340632655e-12       0.000000000000e+00       6.209547154463e-16       8.868424442379e-18       1.210795875839e-17 
 1755       5.430685719504e-11       1.094776970223e-12      -3.281171980214e-12       0.000000000000e+00       6.195281644470e-16       8.986537039839e-18       1.180939576722e-17 
 1756       5.427791816794e-11       1.083972088403e-12      -3.236695577597e-12       0.000000000000e+00       6.181056633751e-16       9.108102130225e-18       1.151165493819e-17 
 1757       5.424606418141e-11       1.073424941253e-12      -3.191931636724e-12       0.000000000000e+00       6.166871978485e-16       9.233827466590e-18       1.121472823401e-17 
 1758       5.421127900363e-11       1.063138176774e-12      -3.146900464310e-12       0.000000000000e+00       6.152727533396e-16       9.364423986238e-18       1.091860756572e-17 
 1759       5.417354636165e-11       1.053114451811e-12      -3.101622462002e-12       0.000000000000e+00       6.138623151745e-16       9.500605815232e-18       1.062328479268e-17 
 1760       5.413284994142e-11       1.043356432057e-12      -3.056118126512e-12       0.000000000000e+00       6.124558685329e-16       9.643090272909e-18       1.032875172242e-17 
 1761       5.408917338771e-11       1.033866792073e-12      -3.010408049757e-12       0.000000000000e+00       6.110533984480e-16       9.792597876382e-18       1.003500011061e-17 
 1762       5.404250030406e-11       1.024648215289e-12      -2.964512918991e-12       0.000000000000e+00       6.096548898059e-16       9.949852345062e-18       9.742021660942e-18 
 1763       5.399281425275e-11       1.015703394025e-12      -2.918453516944e-12       0.000000000000e+00       6.082603273457e-16       1.011558060516e-17       9.449808025079e-18 
 1764       5.394009875477e-11       1.007035029493e-12      -2.872250721955e-12       0.000000000000e+00       6.068696956590e-16       1.029051279419e-17       9.158350802547e-18 
 1765       5.388433728976e-11       9.986458318153e-13      -2.825925508110e-12       0.000000000000e+00       6.054829791898e-16       1.047538226551e-17       8.867641540666e-18 
 1766       5.382551329596e-11       9.905385200301e-13      -2.779498945378e-12       0.000000000000e+00       6.041001622342e-16       1.067092559280e-17       8.577671734466e-18 
 1767       5.376361017018e-11       9.827158221057e-13      -2.732992199746e-12       0.000000000000e+00       6.027212289402e-16       1.087788257457e-17       8.288432826606e-18 
 1768       5.369861126775e-11       9.751804749501e-13      -2.686426533356e-12       0.000000000000e+00       6.013461633071e-16       1.109699623872e-17       7.999916207291e-18 
 1769       5.363049990248e-11       9.679352244228e-13      -2.639823304637e-12       0.000000000000e+00       5.999749491859e-16       1.132901284699e-17       7.712113214188e-18 
 1770       5.355925934663e-11       9.609828253450e-13      -2.593203968447e-12       0.000000000000e+00       5.986075702783e-16       1.157468189949e-17       7.425015132350e-18 
 1771       5.348488100196e-11       9.543253034435e-13      -2.546588947450e-12       0.000000000000e+00       5.972440113199e-16       1.183455332080e-17       7.138619867465e-18 
 1772       5.340738898696e-11       9.479617344906e-13      -2.499994235787e-12       0.000000000000e+00       5.958842616380e-16       1.210836717674e-17       6.852952026088e-18 
 1773       5.332681575272e-11       9.418904468364e-13      -2.453434767616e-12       0.000000000000e+00       5.945283116228e-16       1.239565892413e-17       6.568043001158e-18 
 1774       5.324319393047e-11       9.361097577934e-13      -2.406925543409e-12       0.000000000000e+00       5.931761515462e-16       1.269596176831e-17       6.283924313896e-18 
 1775       5.315655633189e-11       9.306179736194e-13      -2.360481630049e-12       0.000000000000e+00       5.918277715624e-16       1.300880665988e-17       6.000627613981e-18 
 1776       5.306693594935e-11       9.254133894999e-13      -2.314118160920e-12       0.000000000000e+00       5.904831617072e-16       1.333372229144e-17       5.718184679716e-18 
 1777       5.297436595623e-11       9.204942895315e-13      -2.267850336000e-12       0.000000000000e+00       5.891423118980e-16       1.367023509439e-17       5.436627418210e-18 
 1778       5.287887970711e-11       9.158589467042e-13      -2.221693421955e-12       0.000000000000e+00       5.878052119335e-16       1.401786923562e-17       5.155987865545e-18 
 1779       5.278051073809e-11       9.115056228844e-13      -2.175662752230e-12       0.000000000000e+00       5.864718514935e-16       1.437614661432e-17       4.876298186952e-18 
 1780       5.267929276708e-11       9.074325687974e-13      -2.129773727144e-12       0.000000000000e+00       5.851422201388e-16       1.474458685870e-17       4.597590676982e-18 
 1781       5.257525969400e-11       9.036380240105e-13      -2.084041813980e-12       0.000000000000e+00       5.838163073108e-16       1.512270732280e-17       4.319897759684e-18 
 1782       5.246844560113e-11       9.001202169156e-13      -2.038482547080e-12       0.000000000000e+00       5.824941023315e-16       1.551002308315e-17       4.043251988774e-18 
 1783       5.235888475330e-11       8.968773647120e-13      -1.993111527938e-12       0.000000000000e+00       5.811755944030e-16       1.590604693563e-17       3.767686047807e-18 
 1784       5.224661159821e-11       8.939076733892e-13      -1.947944425290e-12       0.000000000000e+00       5.798607726078e-16       1.631028939214e-17       3.493232750358e-18 
 1785       5.213166076671e-11       8.912093377096e-13      -1.902996975209e-12       0.000000000000e+00       5.785496259079e-16       1.672225867741e-17       3.219925040186e-18 
 1786       5.201406707302e-11       8.887805411914e-13      -1.858284981199e-12       0.000000000000e+00       5.772421431452e-16       1.714146072573e-17       2.947795991414e-18 
